,KOTAKBANK.NS.Close,,SBIN.NS.Close,,AXISBANK.NS.Adjusted,,HDFCBANK.NS.Close
19/09/2016,802.849976,20/09/2016,254.449997,2016-09-20,587.180908,20/09/2016,1288.449951
20/09/2016,792.75,21/09/2016,251.149994,2016-09-21,593.072998,21/09/2016,1293
21/09/2016,788.400024,22/09/2016,257.899994,2016-09-22,586.042053,22/09/2016,1306.900024
22/09/2016,795.150024,23/09/2016,254.550003,2016-09-23,552.026306,23/09/2016,1312.699951
23/09/2016,796.150024,26/09/2016,251.649994,2016-09-26,542.074097,26/09/2016,1296.150024
26/09/2016,787.75,27/09/2016,249,2016-09-27,535.736328,27/09/2016,1298.050049
27/09/2016,784.450012,28/09/2016,253.75,2016-09-28,543.757507,28/09/2016,1295.25
28/09/2016,782.299988,29/09/2016,247.25,2016-09-29,534.052856,29/09/2016,1277.5
29/09/2016,772.599976,30/09/2016,251.25,2016-09-30,536.082886,30/09/2016,1272.849976
30/09/2016,777,03/10/2016,255.300003,2016-10-03,545.540039,03/10/2016,1287.199951
03/10/2016,788.049988,04/10/2016,259.75,2016-10-04,541.281799,04/10/2016,1289.550049
04/10/2016,791.700012,05/10/2016,260.850006,2016-10-05,530.487915,05/10/2016,1286.099976
05/10/2016,782.150024,06/10/2016,256.799988,2016-10-06,525.635559,06/10/2016,1281.949951
06/10/2016,783,07/10/2016,258.700012,2016-10-07,528.655884,07/10/2016,1280.599976
07/10/2016,782.650024,10/10/2016,256.600006,2016-10-10,526.378296,10/10/2016,1284.349976
10/10/2016,780.200012,13/10/2016,249.649994,2016-10-13,513.752319,13/10/2016,1262.75
13/10/2016,772.349976,14/10/2016,252.100006,2016-10-14,515.584351,14/10/2016,1261.800049
14/10/2016,781.75,17/10/2016,253.199997,2016-10-17,513.950378,17/10/2016,1237.699951
17/10/2016,769.25,18/10/2016,256.899994,2016-10-18,527.269531,18/10/2016,1257.849976
18/10/2016,776.950012,19/10/2016,255.399994,2016-10-19,530.339355,19/10/2016,1258.349976
19/10/2016,774,20/10/2016,260.200012,2016-10-20,534.795593,20/10/2016,1255.5
20/10/2016,772.349976,21/10/2016,258.5,2016-10-21,520.981262,21/10/2016,1270.699951
21/10/2016,781.5,24/10/2016,262.950012,2016-10-24,516.475586,24/10/2016,1263.550049
24/10/2016,787.349976,25/10/2016,261.450012,2016-10-25,523.952087,25/10/2016,1250.300049
25/10/2016,786.549988,26/10/2016,258.75,2016-10-26,482.806366,26/10/2016,1239.300049
26/10/2016,811.5,27/10/2016,255.399994,2016-10-27,480.924866,27/10/2016,1252.099976
27/10/2016,806.599976,28/10/2016,258,2016-10-28,482.162689,28/10/2016,1259.050049
28/10/2016,819.349976,01/11/2016,258.950012,2016-11-01,471.170685,01/11/2016,1259.800049
01/11/2016,805.549988,02/11/2016,251.050003,2016-11-02,472.16095,02/11/2016,1246.150024
02/11/2016,804,03/11/2016,245.649994,2016-11-03,471.220215,03/11/2016,1254.949951
03/11/2016,806,04/11/2016,242.850006,2016-11-04,474.042511,04/11/2016,1243.699951
04/11/2016,799.650024,07/11/2016,252.699997,2016-11-07,480.677307,07/11/2016,1249.449951
07/11/2016,801.849976,08/11/2016,252.649994,2016-11-08,486.07428,08/11/2016,1254.300049
08/11/2016,811.799988,09/11/2016,260,2016-11-09,482.806366,09/11/2016,1251.25
09/11/2016,822.099976,10/11/2016,281.299988,2016-11-10,502.017639,10/11/2016,1278.550049
10/11/2016,819.25,11/11/2016,273,2016-11-11,493.8974,11/11/2016,1275.800049
11/11/2016,815.599976,15/11/2016,278.200012,2016-11-15,474.636627,15/11/2016,1254.75
15/11/2016,789.549988,16/11/2016,277.200012,2016-11-16,468.100861,16/11/2016,1244.349976
16/11/2016,770.549988,17/11/2016,277.450012,2016-11-17,469.487244,17/11/2016,1230.199951
17/11/2016,776.25,18/11/2016,275.799988,2016-11-18,468.843567,18/11/2016,1211.400024
18/11/2016,779.25,21/11/2016,257.350006,2016-11-21,461.168976,21/11/2016,1198.699951
21/11/2016,762.700012,22/11/2016,257.350006,2016-11-22,466.16983,22/11/2016,1198.050049
22/11/2016,769.599976,23/11/2016,258.649994,2016-11-23,475.824982,23/11/2016,1184.75
23/11/2016,766.150024,24/11/2016,261.75,2016-11-24,463.644653,24/11/2016,1165.5
24/11/2016,742.099976,25/11/2016,260.950012,2016-11-25,466.615479,25/11/2016,1189.300049
25/11/2016,752.150024,28/11/2016,253.550003,2016-11-28,468.29892,28/11/2016,1184.449951
28/11/2016,750.150024,29/11/2016,252.699997,2016-11-29,460.129181,29/11/2016,1178.75
29/11/2016,745.400024,30/11/2016,258.350006,2016-11-30,465.278595,30/11/2016,1199.599976
30/11/2016,755.450012,01/12/2016,255.649994,2016-12-01,461.515564,01/12/2016,1197.25
01/12/2016,744.950012,02/12/2016,254.100006,2016-12-02,455.474915,02/12/2016,1189.099976
02/12/2016,723.549988,05/12/2016,256.899994,2016-12-05,456.26712,05/12/2016,1196.349976
05/12/2016,729.799988,06/12/2016,259.100006,2016-12-06,451.513855,06/12/2016,1194.449951
06/12/2016,734,07/12/2016,255.600006,2016-12-07,442.749939,07/12/2016,1181.599976
07/12/2016,734.349976,08/12/2016,259.899994,2016-12-08,444.978058,08/12/2016,1199.5
08/12/2016,748.650024,09/12/2016,266.649994,2016-12-09,451.959442,09/12/2016,1198.300049
09/12/2016,745.25,12/12/2016,263.649994,2016-12-12,440.769409,12/12/2016,1184.449951
12/12/2016,729.849976,13/12/2016,266.149994,2016-12-13,448.54303,13/12/2016,1186.25
13/12/2016,730.950012,14/12/2016,262.899994,2016-12-14,462.654388,14/12/2016,1175.699951
14/12/2016,727.799988,15/12/2016,265.399994,2016-12-15,473.448334,15/12/2016,1176.599976
15/12/2016,724.75,16/12/2016,264.75,2016-12-16,468.19989,16/12/2016,1182.300049
16/12/2016,719.099976,19/12/2016,261.350006,2016-12-19,463.050476,19/12/2016,1176.75
19/12/2016,719.650024,20/12/2016,254.550003,2016-12-20,457.158356,20/12/2016,1181.900024
20/12/2016,718.349976,21/12/2016,255.350006,2016-12-21,453.246826,21/12/2016,1180
21/12/2016,719.799988,22/12/2016,249.800003,2016-12-22,443.195557,22/12/2016,1173.099976
22/12/2016,713.150024,23/12/2016,249.149994,2016-12-23,433.837524,23/12/2016,1186.25
23/12/2016,711.75,26/12/2016,244.199997,2016-12-26,427.796844,26/12/2016,1175
26/12/2016,711.049988,27/12/2016,248.75,2016-12-27,433.391876,27/12/2016,1185.199951
27/12/2016,712.150024,28/12/2016,247.75,2016-12-28,435.768524,28/12/2016,1186.75
28/12/2016,713.049988,29/12/2016,247.649994,2016-12-29,439.927673,29/12/2016,1205.199951
29/12/2016,713.400024,30/12/2016,250.199997,2016-12-30,445.572235,30/12/2016,1206.199951
30/12/2016,719.700012,02/01/2017,243.600006,2017-01-02,443.393616,02/01/2017,1197.099976
02/01/2017,714.799988,03/01/2017,244.899994,2017-01-03,450.820648,03/01/2017,1189.900024
03/01/2017,711.75,04/01/2017,242.899994,2017-01-04,448.691559,04/01/2017,1185.5
04/01/2017,695.599976,05/01/2017,245.350006,2017-01-05,453.593384,05/01/2017,1186.199951
05/01/2017,698.950012,06/01/2017,245.899994,2017-01-06,450.771149,06/01/2017,1193.650024
06/01/2017,716.849976,09/01/2017,247.050003,2017-01-09,448.344971,09/01/2017,1195.199951
09/01/2017,709.25,10/01/2017,248.300003,2017-01-10,442.997498,10/01/2017,1214.349976
10/01/2017,712.650024,11/01/2017,252.149994,2017-01-11,449.186707,11/01/2017,1234
11/01/2017,728.400024,12/01/2017,251.25,2017-01-12,450.771149,12/01/2017,1235
12/01/2017,727.950012,13/01/2017,250.899994,2017-01-13,468.19989,13/01/2017,1232.5
13/01/2017,727.75,16/01/2017,255.75,2017-01-16,472.606598,16/01/2017,1247.650024
16/01/2017,731.200012,17/01/2017,256,2017-01-17,482.459808,17/01/2017,1238.5
17/01/2017,726,18/01/2017,258.350006,2017-01-18,483.747131,18/01/2017,1242.599976
18/01/2017,731.099976,19/01/2017,258.399994,2017-01-19,479.092865,19/01/2017,1236.300049
19/01/2017,728.200012,20/01/2017,251.050003,2017-01-20,446.364441,20/01/2017,1236.349976
20/01/2017,723.049988,23/01/2017,254.149994,2017-01-23,440.67038,23/01/2017,1244.650024
23/01/2017,732.75,24/01/2017,254.899994,2017-01-24,446.859558,24/01/2017,1267.550049
24/01/2017,743.349976,25/01/2017,259.200012,2017-01-25,459.039886,25/01/2017,1290.599976
25/01/2017,795.200012,27/01/2017,266.450012,2017-01-27,468.24942,27/01/2017,1291.900024
27/01/2017,785.049988,30/01/2017,263.950012,2017-01-30,467.308655,30/01/2017,1284.949951
30/01/2017,775.599976,31/01/2017,260.350006,2017-01-31,461.466064,31/01/2017,1286.650024
31/01/2017,774.150024,01/02/2017,270.700012,2017-02-01,471.022156,01/02/2017,1305.699951
01/02/2017,777.049988,02/02/2017,273.299988,2017-02-02,477.855011,02/02/2017,1298.699951
02/02/2017,770.400024,03/02/2017,277.549988,2017-02-03,485.925751,03/02/2017,1311.050049
03/02/2017,765.299988,06/02/2017,277.049988,2017-02-06,493.451782,06/02/2017,1314.099976
06/02/2017,766.700012,07/02/2017,277.899994,2017-02-07,488.599457,07/02/2017,1307.150024
07/02/2017,773.349976,08/02/2017,277.200012,2017-02-08,482.855896,08/02/2017,1305.650024
08/02/2017,767.599976,09/02/2017,275.850006,2017-02-09,480.528748,09/02/2017,1297.650024
09/02/2017,769.650024,10/02/2017,276.350006,2017-02-10,484.14325,10/02/2017,1303.599976
10/02/2017,778.900024,13/02/2017,271.649994,2017-02-13,485.529602,13/02/2017,1310.199951
13/02/2017,793.150024,14/02/2017,270.200012,2017-02-14,482.162689,14/02/2017,1311.099976
14/02/2017,790.299988,15/02/2017,268.950012,2017-02-15,483.450073,15/02/2017,1322.199951
15/02/2017,784.299988,16/02/2017,270.5,2017-02-16,488.351898,16/02/2017,1327.900024
16/02/2017,792.5,17/02/2017,269.350006,2017-02-17,484.341309,17/02/2017,1377.050049
17/02/2017,796.5,20/02/2017,269.649994,2017-02-20,476.369598,20/02/2017,1409.099976
20/02/2017,797.049988,21/02/2017,270.700012,2017-02-21,499.442932,21/02/2017,1415.550049
21/02/2017,797.900024,22/02/2017,272.299988,2017-02-22,520.189087,22/02/2017,1399.150024
22/02/2017,795.849976,23/02/2017,270.450012,2017-02-23,523.011414,23/02/2017,1394.300049
23/02/2017,810.950012,27/02/2017,268.25,2017-02-27,503.998169,27/02/2017,1393.599976
27/02/2017,800.5,28/02/2017,269.200012,2017-02-28,501.720551,28/02/2017,1390.099976
28/02/2017,802.099976,01/03/2017,271.75,2017-03-01,508.404907,01/03/2017,1391.650024
01/03/2017,824.150024,02/03/2017,267.299988,2017-03-02,501.373932,02/03/2017,1380.099976
02/03/2017,816.150024,03/03/2017,265.049988,2017-03-03,507.90976,03/03/2017,1377
03/03/2017,809.5,06/03/2017,269.850006,2017-03-06,513.603821,06/03/2017,1380.75
06/03/2017,818.950012,07/03/2017,267.799988,2017-03-07,506.820435,07/03/2017,1386.199951
07/03/2017,817,08/03/2017,269.899994,2017-03-08,505.186493,08/03/2017,1392.199951
08/03/2017,824.900024,09/03/2017,273.25,2017-03-09,511.375702,09/03/2017,1394.199951
09/03/2017,825.450012,10/03/2017,272.049988,2017-03-10,510.880585,10/03/2017,1400.099976
10/03/2017,828.900024,14/03/2017,274.649994,2017-03-14,505.929199,14/03/2017,1410.699951
14/03/2017,836.150024,15/03/2017,277.350006,2017-03-15,506.721436,15/03/2017,1416.599976
15/03/2017,844.150024,16/03/2017,279.299988,2017-03-16,508.652466,16/03/2017,1417.349976
16/03/2017,851.400024,17/03/2017,274.149994,2017-03-17,512.118408,17/03/2017,1425.849976
17/03/2017,848.25,20/03/2017,273.899994,2017-03-20,497.95752,20/03/2017,1436.099976
20/03/2017,854.599976,21/03/2017,272.350006,2017-03-21,483.549072,21/03/2017,1440.949951
21/03/2017,859.549988,22/03/2017,267.5,2017-03-22,480.726837,22/03/2017,1430.900024
22/03/2017,862.200012,23/03/2017,268.5,2017-03-23,483.499573,23/03/2017,1430.900024
23/03/2017,868.150024,24/03/2017,276.5,2017-03-24,484.588867,24/03/2017,1424.349976
24/03/2017,879.349976,27/03/2017,279.450012,2017-03-27,482.410278,27/03/2017,1409.849976
27/03/2017,871.150024,28/03/2017,282.100006,2017-03-28,497.90799,28/03/2017,1420.199951
28/03/2017,859.450012,29/03/2017,288.450012,2017-03-29,499.294403,29/03/2017,1428.599976
29/03/2017,857.599976,30/03/2017,291.049988,2017-03-30,494.392548,30/03/2017,1466.199951
30/03/2017,865.150024,31/03/2017,293.399994,2017-03-31,486.02475,31/03/2017,1442.550049
31/03/2017,872.200012,03/04/2017,293.149994,2017-04-03,495.729431,03/04/2017,1433.199951
03/04/2017,875.950012,05/04/2017,297.350006,2017-04-05,503.354492,05/04/2017,1432.349976
05/04/2017,889.849976,06/04/2017,292.850006,2017-04-06,503.75061,06/04/2017,1438.5
06/04/2017,894.349976,07/04/2017,289.450012,2017-04-07,499.294403,07/04/2017,1438.849976
07/04/2017,873.099976,10/04/2017,289.350006,2017-04-10,505.78067,10/04/2017,1434.150024
10/04/2017,877.349976,11/04/2017,294.5,2017-04-11,510.038818,11/04/2017,1439.5
11/04/2017,881.049988,12/04/2017,290.149994,2017-04-12,501.076874,12/04/2017,1443.699951
12/04/2017,879.400024,13/04/2017,291.549988,2017-04-13,502.611786,13/04/2017,1440.300049
13/04/2017,879.5,17/04/2017,289.899994,2017-04-17,497.462402,17/04/2017,1436.800049
17/04/2017,887.599976,18/04/2017,290.299988,2017-04-18,494.788635,18/04/2017,1447.300049
18/04/2017,881.650024,19/04/2017,284.049988,2017-04-19,494.640106,19/04/2017,1449
19/04/2017,875.599976,20/04/2017,284.799988,2017-04-20,483.252014,20/04/2017,1462.150024
20/04/2017,889.150024,21/04/2017,282.200012,2017-04-21,481.519043,21/04/2017,1496.599976
21/04/2017,880.400024,24/04/2017,286.049988,2017-04-24,493.79837,24/04/2017,1533.050049
24/04/2017,895.75,25/04/2017,286.049988,2017-04-25,511.375702,25/04/2017,1537.050049
25/04/2017,898,26/04/2017,286.450012,2017-04-26,512.118408,26/04/2017,1550.650024
26/04/2017,900.349976,27/04/2017,282.049988,2017-04-27,501.671051,27/04/2017,1568.599976
27/04/2017,916.650024,28/04/2017,289.75,2017-04-28,504.691345,28/04/2017,1546.5
28/04/2017,901.950012,02/05/2017,288.299988,2017-05-02,500.631226,02/05/2017,1540.599976
02/05/2017,917.900024,03/05/2017,289.799988,2017-05-03,495.97699,03/05/2017,1544.300049
03/05/2017,916.950012,04/05/2017,299.049988,2017-05-04,513.801819,04/05/2017,1534.800049
04/05/2017,905.450012,05/05/2017,296,2017-05-05,499.591461,05/05/2017,1532.199951
05/05/2017,908.299988,08/05/2017,299.399994,2017-05-08,506.226288,08/05/2017,1534.800049
08/05/2017,907.349976,09/05/2017,296.5,2017-05-09,513.158203,09/05/2017,1535.75
09/05/2017,906.849976,10/05/2017,294.450012,2017-05-10,521.228821,10/05/2017,1551.800049
10/05/2017,927.650024,11/05/2017,298.100006,2017-05-11,511.87085,11/05/2017,1546.400024
11/05/2017,936.799988,12/05/2017,297.899994,2017-05-12,498.106049,12/05/2017,1551.650024
12/05/2017,954.650024,15/05/2017,301.399994,2017-05-15,495.234283,15/05/2017,1553.400024
15/05/2017,973.299988,16/05/2017,307.5,2017-05-16,496.620667,16/05/2017,1559.650024
16/05/2017,959.849976,17/05/2017,307.649994,2017-05-17,497.90799,17/05/2017,1557.150024
17/05/2017,951.200012,18/05/2017,302.950012,2017-05-18,487.213074,18/05/2017,1557.099976
18/05/2017,942.849976,19/05/2017,308,2017-05-19,496.818726,19/05/2017,1561.25
19/05/2017,937.349976,22/05/2017,294.299988,2017-05-22,497.412872,22/05/2017,1576
22/05/2017,941.25,23/05/2017,288.850006,2017-05-23,495.729431,23/05/2017,1569.099976
23/05/2017,940.25,24/05/2017,283.149994,2017-05-24,494.442047,24/05/2017,1566.75
24/05/2017,936.099976,25/05/2017,290.100006,2017-05-25,502.512787,25/05/2017,1617.150024
25/05/2017,956.5,26/05/2017,288.450012,2017-05-26,506.473846,26/05/2017,1626
26/05/2017,965.049988,29/05/2017,284,2017-05-29,502.314697,29/05/2017,1631.900024
29/05/2017,968.549988,30/05/2017,288.850006,2017-05-30,509.395172,30/05/2017,1629.050049
30/05/2017,961.950012,31/05/2017,288.299988,2017-05-31,509.048523,31/05/2017,1636.199951
31/05/2017,966.049988,01/06/2017,287.450012,2017-06-01,504.344757,01/06/2017,1628.599976
01/06/2017,962.650024,02/06/2017,287.049988,2017-06-02,503.106903,02/06/2017,1634.25
02/06/2017,965.25,05/06/2017,287.25,2017-06-05,508.652466,05/06/2017,1635.550049
05/06/2017,967,06/06/2017,287.299988,2017-06-06,505.236023,06/06/2017,1638.949951
06/06/2017,966.400024,07/06/2017,290.549988,2017-06-07,509.197113,07/06/2017,1640.800049
07/06/2017,968.650024,08/06/2017,288.600006,2017-06-08,510.731995,08/06/2017,1644.75
08/06/2017,978.849976,09/06/2017,288.549988,2017-06-09,508.652466,09/06/2017,1666.800049
09/06/2017,985.099976,12/06/2017,284.950012,2017-06-12,502.562286,12/06/2017,1668.75
12/06/2017,976.700012,13/06/2017,283.850006,2017-06-13,501.522491,13/06/2017,1676.699951
13/06/2017,974.200012,14/06/2017,284.200012,2017-06-14,504.542816,14/06/2017,1671.199951
14/06/2017,968.049988,15/06/2017,284,2017-06-15,502.661316,15/06/2017,1664.349976
15/06/2017,962.599976,16/06/2017,285.950012,2017-06-16,505.483582,16/06/2017,1669.25
16/06/2017,982.650024,19/06/2017,288.850006,2017-06-19,515.089233,19/06/2017,1692.900024
19/06/2017,987.549988,20/06/2017,290.100006,2017-06-20,506.869965,20/06/2017,1686.550049
20/06/2017,983.049988,21/06/2017,290.899994,2017-06-21,502.809845,21/06/2017,1698.699951
21/06/2017,991.950012,22/06/2017,294.5,2017-06-22,503.057404,22/06/2017,1698
22/06/2017,997.900024,23/06/2017,288.950012,2017-06-23,499.73999,23/06/2017,1678.650024
23/06/2017,985.200012,27/06/2017,279.649994,2017-06-27,488.05481,27/06/2017,1667.650024
27/06/2017,974.75,28/06/2017,276.399994,2017-06-28,487.213074,28/06/2017,1666.449951
28/06/2017,972.200012,29/06/2017,272.450012,2017-06-29,507.117493,29/06/2017,1663.050049
29/06/2017,948.349976,30/06/2017,273.649994,2017-06-30,512.316406,30/06/2017,1652.050049
30/06/2017,955.75,03/07/2017,274.850006,2017-07-03,512.217407,03/07/2017,1658.599976
03/07/2017,948.849976,04/07/2017,273,2017-07-04,503.453522,04/07/2017,1653.349976
04/07/2017,958.799988,05/07/2017,274.899994,2017-07-05,508.900024,05/07/2017,1648.75
05/07/2017,959.849976,06/07/2017,281,2017-07-06,509.5,06/07/2017,1658.150024
06/07/2017,958.099976,07/07/2017,280.100006,2017-07-07,503.149994,07/07/2017,1667.199951
07/07/2017,964.700012,10/07/2017,285.549988,2017-07-10,509.950012,10/07/2017,1676.349976
10/07/2017,968,11/07/2017,283.549988,2017-07-11,506.799988,11/07/2017,1680.400024
11/07/2017,958.75,12/07/2017,287.649994,2017-07-12,506.75,12/07/2017,1681.25
12/07/2017,956.650024,13/07/2017,288.75,2017-07-13,511.899994,13/07/2017,1683.550049
13/07/2017,962.099976,14/07/2017,291.600006,2017-07-14,512.950012,14/07/2017,1679.949951
14/07/2017,977.200012,17/07/2017,293,2017-07-17,510.5,17/07/2017,1682.349976
17/07/2017,979.700012,18/07/2017,291,2017-07-18,516.549988,18/07/2017,1683.550049
18/07/2017,977.099976,19/07/2017,293.299988,2017-07-19,520.200012,19/07/2017,1692.300049
19/07/2017,994.200012,20/07/2017,290.950012,2017-07-20,540,20/07/2017,1710.900024
20/07/2017,980,21/07/2017,290.649994,2017-07-21,540.799988,21/07/2017,1703.050049
21/07/2017,999.450012,24/07/2017,294.549988,2017-07-24,534.799988,24/07/2017,1735.099976
24/07/2017,992.950012,25/07/2017,296.100006,2017-07-25,544.950012,25/07/2017,1739.650024
25/07/2017,987.950012,26/07/2017,295.799988,2017-07-26,528.849976,26/07/2017,1747.550049
26/07/2017,986.549988,27/07/2017,298.350006,2017-07-27,524.650024,27/07/2017,1789.650024
27/07/2017,998.150024,28/07/2017,299.100006,2017-07-28,515.099976,28/07/2017,1778.5
28/07/2017,1012.700012,31/07/2017,312.5,2017-07-31,519.799988,31/07/2017,1784.400024
31/07/2017,1021.650024,01/08/2017,309,2017-08-01,516.549988,01/08/2017,1797.199951
01/08/2017,1015.299988,02/08/2017,307.700012,2017-08-02,516.900024,02/08/2017,1791.650024
02/08/2017,1010.900024,03/08/2017,300.549988,2017-08-03,506,03/08/2017,1779.949951
03/08/2017,996.400024,04/08/2017,305.25,2017-08-04,508.100006,04/08/2017,1790.25
04/08/2017,996.200012,07/08/2017,311.200012,2017-08-07,505.799988,07/08/2017,1788.550049
07/08/2017,997.900024,08/08/2017,303.649994,2017-08-08,499.450012,08/08/2017,1777.900024
08/08/2017,987.700012,09/08/2017,302.299988,2017-08-09,486.950012,09/08/2017,1764.449951
09/08/2017,992.400024,10/08/2017,296.700012,2017-08-10,485.5,10/08/2017,1760.449951
10/08/2017,996.799988,11/08/2017,280.149994,2017-08-11,489.700012,11/08/2017,1749.050049
11/08/2017,992.200012,14/08/2017,278.200012,2017-08-14,491.75,14/08/2017,1757.199951
14/08/2017,982.599976,16/08/2017,283.100006,2017-08-16,499.5,16/08/2017,1781.25
16/08/2017,1000.549988,17/08/2017,280.850006,2017-08-17,497.149994,17/08/2017,1765.400024
17/08/2017,989,18/08/2017,278.700012,2017-08-18,490.399994,18/08/2017,1752.150024
18/08/2017,983.549988,21/08/2017,274.649994,2017-08-21,494.799988,21/08/2017,1743.199951
21/08/2017,969.549988,22/08/2017,273.899994,2017-08-22,499.200012,22/08/2017,1747
22/08/2017,970.799988,23/08/2017,279,2017-08-23,502.649994,23/08/2017,1772.449951
23/08/2017,980.099976,24/08/2017,280.299988,2017-08-24,506.850006,24/08/2017,1762.5
24/08/2017,972.099976,28/08/2017,279.350006,2017-08-28,510.600006,28/08/2017,1762.25
28/08/2017,976.049988,29/08/2017,277,2017-08-29,503.600006,29/08/2017,1746.150024
29/08/2017,964.400024,30/08/2017,276.600006,2017-08-30,503.899994,30/08/2017,1768.550049
30/08/2017,971.349976,31/08/2017,277.75,2017-08-31,500.350006,31/08/2017,1776.449951
31/08/2017,976,01/09/2017,277.850006,2017-09-01,507.549988,01/09/2017,1767.599976
01/09/2017,992.549988,04/09/2017,277.75,2017-09-04,501.75,04/09/2017,1750.900024
04/09/2017,978.099976,05/09/2017,276.549988,2017-09-05,503.399994,05/09/2017,1755.349976
05/09/2017,988.400024,06/09/2017,274.25,2017-09-06,492.850006,06/09/2017,1759.900024
06/09/2017,996.150024,07/09/2017,274.200012,2017-09-07,496.600006,07/09/2017,1766.550049
07/09/2017,993.5,08/09/2017,271.799988,2017-09-08,494,08/09/2017,1787.650024
08/09/2017,1007.549988,11/09/2017,270.950012,2017-09-11,493.899994,11/09/2017,1823.349976
11/09/2017,1006.5,12/09/2017,273.450012,2017-09-12,496.5,12/09/2017,1835.199951
12/09/2017,1021.75,13/09/2017,273.399994,2017-09-13,499.299988,13/09/2017,1841.849976
13/09/2017,1020.150024,14/09/2017,274.200012,2017-09-14,519.75,14/09/2017,1839.400024
14/09/2017,1007.599976,15/09/2017,271.5,2017-09-15,516.150024,15/09/2017,1848.949951
15/09/2017,1005.049988,18/09/2017,270.399994,2017-09-18,524.549988,18/09/2017,1860.449951
18/09/2017,1017.049988,19/09/2017,267.799988,2017-09-19,520.75,19/09/2017,1849.699951
19/09/2017,1034.349976,20/09/2017,270.049988,2017-09-20,519.450012,20/09/2017,1848.849976
20/09/2017,1023.200012,21/09/2017,268.5,2017-09-21,512.549988,21/09/2017,1839.099976
21/09/2017,1029.150024,22/09/2017,261.850006,2017-09-22,505.299988,22/09/2017,1824.099976
22/09/2017,1021.900024,25/09/2017,258.75,2017-09-25,501.700012,25/09/2017,1799.75
25/09/2017,999.5,26/09/2017,258.25,2017-09-26,511.950012,26/09/2017,1792.300049
26/09/2017,994,27/09/2017,250.399994,2017-09-27,506.299988,27/09/2017,1776.5
27/09/2017,979.599976,28/09/2017,252.550003,2017-09-28,511.799988,28/09/2017,1795.300049
28/09/2017,1005.25,29/09/2017,253.850006,2017-09-29,509.149994,29/09/2017,1805.699951
29/09/2017,1002.25,03/10/2017,251.300003,2017-10-03,509.649994,03/10/2017,1808.849976
03/10/2017,1006.549988,04/10/2017,253.199997,2017-10-04,505.950012,04/10/2017,1797
04/10/2017,1029.449951,05/10/2017,251.600006,2017-10-05,501.200012,05/10/2017,1798.599976
05/10/2017,1032.800049,06/10/2017,256.75,2017-10-06,503.350006,06/10/2017,1800.099976
06/10/2017,1039.5,09/10/2017,256.850006,2017-10-09,505.950012,09/10/2017,1795.5
09/10/2017,1049.949951,10/10/2017,256.950012,2017-10-10,514.549988,10/10/2017,1802.699951
10/10/2017,1055.650024,11/10/2017,251.75,2017-10-11,515.75,11/10/2017,1790.150024
11/10/2017,1043.849976,12/10/2017,251.199997,2017-10-12,525.099976,12/10/2017,1818.800049
12/10/2017,1057.599976,13/10/2017,252.100006,2017-10-13,529.450012,13/10/2017,1850.800049
13/10/2017,1082.349976,16/10/2017,252.050003,2017-10-16,520.349976,16/10/2017,1857.150024
16/10/2017,1082.5,17/10/2017,251.149994,2017-10-17,513.150024,17/10/2017,1851.25
17/10/2017,1078.599976,18/10/2017,243.75,2017-10-18,464.5,18/10/2017,1868.5
18/10/2017,1095.900024,19/10/2017,242.75,2017-10-19,460.299988,19/10/2017,1848.400024
19/10/2017,1077.75,23/10/2017,245.949997,2017-10-23,449.950012,23/10/2017,1863.300049
23/10/2017,1061.550049,24/10/2017,254.449997,2017-10-24,451.950012,24/10/2017,1867.099976
24/10/2017,1065.699951,25/10/2017,324.899994,2017-10-25,473,25/10/2017,1795.099976
25/10/2017,1010.549988,26/10/2017,320.5,2017-10-26,484.299988,26/10/2017,1795.349976
26/10/2017,1018.900024,27/10/2017,311.049988,2017-10-27,485.950012,27/10/2017,1791.050049
27/10/2017,1029,30/10/2017,312,2017-10-30,484,30/10/2017,1815
30/10/2017,1028.900024,31/10/2017,305.799988,2017-10-31,523.150024,31/10/2017,1808.5
31/10/2017,1025.050049,01/11/2017,319.850006,2017-11-01,535.099976,01/11/2017,1821.199951
01/11/2017,1024.349976,02/11/2017,314.350006,2017-11-02,532.150024,02/11/2017,1822.099976
02/11/2017,1019.549988,03/11/2017,325,2017-11-03,540.099976,03/11/2017,1830.699951
03/11/2017,1015.5,06/11/2017,329,2017-11-06,534.5,06/11/2017,1828.599976
06/11/2017,1009.75,07/11/2017,317.200012,2017-11-07,527.150024,07/11/2017,1823.699951
07/11/2017,1013.299988,08/11/2017,309.549988,2017-11-08,544.849976,08/11/2017,1825.949951
08/11/2017,1011.400024,09/11/2017,313.700012,2017-11-09,540.400024,09/11/2017,1827.849976
09/11/2017,1005.349976,10/11/2017,333.549988,2017-11-10,544.799988,10/11/2017,1822
10/11/2017,993.400024,13/11/2017,331.049988,2017-11-13,537.349976,13/11/2017,1813.550049
13/11/2017,994.700012,14/11/2017,329.100006,2017-11-14,545.650024,14/11/2017,1802.349976
14/11/2017,999.200012,15/11/2017,324.950012,2017-11-15,542,15/11/2017,1800.25
15/11/2017,1011.5,16/11/2017,333.399994,2017-11-16,542.599976,16/11/2017,1807.699951
16/11/2017,1017.450012,17/11/2017,337.5,2017-11-17,542.400024,17/11/2017,1825.550049
